region,Shortage_%,xwater,xwatersc,lambdawater,xwater_TAF,xwatersc_TAF,Ratio,penalty,hu,month,xwater_monthly_TAF,xwatersc_monthly_TAF,water_type,month_name
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,21.2224937193841,hu207,6,0.2676004718351638,0.1605602831967114,SW,March
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,96.68024916608313,hu207,6,1.2190688161379684,0.7314412901183519,GW,March
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,225.17690027258288,hu207,7,2.8393197121922165,1.7035918283298133,SW,April
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,1025.8058790195441,hu207,7,12.934678688875652,7.760807217946927,GW,April
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,660.3420533519147,hu207,8,8.326441151831872,4.995864694074145,SW,May
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,3008.224909714278,hu207,8,37.93156524723409,22.758939161893327,GW,May
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,815.7656102968161,hu207,9,10.286221077918809,6.171732650426532,SW,June
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,3716.265558018829,hu207,9,46.85945157718569,28.1156709630542,GW,June
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,951.0590077578898,hu207,10,11.992174085867978,7.195304455805567,SW,July
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,4332.602146452609,hu207,10,54.631015280065235,32.77860918755869,GW,July
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,771.1359543869346,hu207,11,9.723473026853684,5.834083819586389,SW,August
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,3512.952681096035,hu207,11,44.29582156677789,26.577492955893547,GW,August
